Cycle	PhoneInhib	PhoneSum	PhoneSumPos	LexInhib	LexSum	LexSumPos	PWsum	WPsum	Item	Phase	Form	Critical	Set
33	11.837848	-50.327320	5.283406	148.305643	-275.207739	4.438065	20.304475	0.340252	TRAIN	POST	sikrig	i	B
34	12.185368	-50.612127	5.464986	157.330052	-292.360476	4.408114	21.725895	0.337814	TRAIN	POST	sikrig	i	B
35	12.610407	-50.908255	5.664897	167.468526	-309.526617	4.382791	23.444068	0.338692	TRAIN	POST	sikrig	i	B
36	13.078109	-51.220888	5.855268	178.393791	-326.795456	4.352879	25.348373	0.341323	TRAIN	POST	sikrig	i	B
37	13.523800	-51.522093	6.053445	189.977427	-344.269403	4.321065	27.185090	0.344150	TRAIN	POST	sikrig	i	B
38	13.987718	-51.799551	6.329201	202.063389	-361.953247	4.286480	29.103928	0.346991	TRAIN	POST	sikrig	i	B
39	14.631720	-52.180838	6.605470	214.512102	-379.691361	4.255380	31.673205	0.349639	TRAIN	POST	sikrig	i	B
40	15.277009	-52.675551	6.815333	227.539805	-397.557559	4.228128	34.042069	0.353301	TRAIN	POST	sikrig	i	B
41	15.768322	-53.216302	7.022251	240.489464	-415.573476	4.188650	35.842359	0.357705	TRAIN	POST	sikrig	i	B
42	16.252885	-53.795386	7.140573	252.612304	-433.508287	4.128820	37.558767	0.359668	TRAIN	POST	sikrig	i	B
43	16.531977	-54.307915	7.199949	263.415709	-451.190101	4.046344	38.596127	0.358653	TRAIN	POST	sikrig	i	B
44	16.674285	-54.662558	7.265006	272.547930	-468.390876	3.944136	39.087217	0.354921	TRAIN	POST	sikrig	i	B
45	16.829703	-54.930713	7.401171	280.210563	-484.892933	3.836218	39.334821	0.348753	TRAIN	POST	sikrig	i	B
46	17.150023	-55.237927	7.612475	287.546151	-500.612456	3.736019	39.800897	0.342213	TRAIN	POST	sikrig	i	B
47	17.644592	-55.693527	7.768862	295.550740	-515.599589	3.660842	40.711077	0.336399	TRAIN	POST	sikrig	i	B
48	18.011684	-56.257469	7.843928	304.126362	-530.033672	3.581653	41.294600	0.332432	TRAIN	POST	sikrig	i	B
49	18.190035	-56.857337	7.846382	312.773904	-544.004012	3.502230	41.430506	0.327802	TRAIN	POST	sikrig	i	B
50	18.199857	-57.409947	7.860089	321.460728	-557.585878	3.440519	41.243646	0.322710	TRAIN	POST	sikrig	i	B
51	18.235407	-57.938594	7.939351	330.302978	-570.820236	3.378442	40.966162	0.318693	TRAIN	POST	sikrig	i	B
52	18.419293	-58.487010	8.055048	339.477684	-583.735999	3.305722	40.784723	0.314186	TRAIN	POST	sikrig	i	B
53	18.687710	-59.078597	8.151827	349.204163	-596.406657	3.222508	40.578207	0.308299	TRAIN	POST	sikrig	i	B
54	18.912238	-59.710809	8.227826	359.506702	-608.895728	3.211802	40.322661	0.300975	TRAIN	POST	sikrig	i	B
55	19.088557	-60.374370	8.295086	370.331184	-621.253584	3.232112	40.020256	0.300108	TRAIN	POST	sikrig	i	B
56	19.244598	-61.060050	8.335840	381.838101	-633.563944	3.260603	39.787711	0.301544	TRAIN	POST	sikrig	i	B
57	19.339150	-61.746682	8.358377	393.692321	-645.868586	3.299802	39.510304	0.302066	TRAIN	POST	sikrig	i	B
58	19.391435	-62.424088	8.366914	405.103555	-658.091084	3.341630	39.174250	0.304381	TRAIN	POST	sikrig	i	B
59	19.411240	-63.085301	8.370470	414.937459	-670.017049	3.376751	38.800409	0.308119	TRAIN	POST	sikrig	i	B
60	19.419491	-63.727156	8.366477	422.660091	-681.395559	3.394520	38.463031	0.311637	TRAIN	POST	sikrig	i	B
61	19.410225	-64.345226	8.349706	428.627385	-692.073677	3.397271	38.112264	0.313030	TRAIN	POST	sikrig	i	B
62	19.371317	-64.935664	8.322090	433.180594	-701.969989	3.386836	37.742610	0.312607	TRAIN	POST	sikrig	i	B
63	19.307249	-65.495972	8.294348	436.546690	-711.048288	3.364843	37.357135	0.310620	TRAIN	POST	sikrig	i	B
64	19.242888	-66.027769	8.262393	438.892046	-719.297583	3.336306	37.007380	0.307285	TRAIN	POST	sikrig	i	B
65	19.168751	-66.531509	8.222344	440.351263	-726.731778	3.306058	36.676280	0.303028	TRAIN	POST	sikrig	i	B
66	19.075837	-67.006459	8.175671	441.017026	-733.386453	3.273542	36.325702	0.298292	TRAIN	POST	sikrig	i	B
67	18.967557	-67.452562	8.131087	440.948866	-739.301701	3.243440	35.960618	0.293206	TRAIN	POST	sikrig	i	B
68	18.864121	-67.872077	8.080700	440.155499	-744.511436	3.208102	35.631048	0.288193	TRAIN	POST	sikrig	i	B
69	18.747223	-68.265322	8.025383	438.726254	-749.060776	3.169164	35.284383	0.282635	TRAIN	POST	sikrig	i	B
70	18.618888	-68.633074	7.965787	436.761835	-753.001492	3.127063	34.923949	0.276699	TRAIN	POST	sikrig	i	B
71	18.480627	-68.976320	7.904559	434.326325	-756.383904	3.081881	34.551857	0.270426	TRAIN	POST	sikrig	i	B
72	18.338576	-69.296535	7.850978	431.476441	-759.253846	3.033692	34.185374	0.263820	TRAIN	POST	sikrig	i	B
73	18.214269	-69.597713	7.795702	428.283351	-761.649947	2.983212	33.877983	0.256882	TRAIN	POST	sikrig	i	B
74	18.086029	-69.880920	7.736667	424.913088	-763.625781	2.942452	33.568734	0.249703	TRAIN	POST	sikrig	i	B
75	17.949068	-70.145794	7.674399	421.512842	-765.239677	2.904176	33.245472	0.243611	TRAIN	POST	sikrig	i	B
76	17.804605	-70.392873	7.609254	418.207928	-766.549826	2.863983	32.909907	0.237698	TRAIN	POST	sikrig	i	B
77	17.653468	-70.622891	7.541528	415.121594	-767.615753	2.822025	32.563333	0.231600	TRAIN	POST	sikrig	i	B
78	17.496345	-70.836599	7.471491	412.354733	-768.496646	2.785283	32.206874	0.225347	TRAIN	POST	sikrig	i	B
79	17.333859	-71.034553	7.399549	409.967737	-769.248205	2.751354	31.841566	0.219552	TRAIN	POST	sikrig	i	B
80	17.166954	-71.217386	7.326047	407.985163	-769.920198	2.717879	31.469302	0.213926	TRAIN	POST	sikrig	i	B
81	16.996429	-71.385687	7.251365	406.425161	-770.556988	2.682533	31.091797	0.208318	TRAIN	POST	sikrig	i	B
82	16.823167	-71.540261	7.175670	405.284519	-771.196499	2.653679	30.711229	0.202618	TRAIN	POST	sikrig	i	B
83	16.647553	-71.681344	7.099207	404.528967	-771.868016	2.636683	30.328314	0.197843	TRAIN	POST	sikrig	i	B
84	16.470161	-71.809240	7.022267	404.086372	-772.588495	2.620623	29.943954	0.194224	TRAIN	POST	sikrig	i	B
85	16.291659	-71.924541	6.945113	403.885294	-773.365427	2.604152	29.559138	0.190717	TRAIN	POST	sikrig	i	B
86	16.112662	-72.027927	6.867894	403.856597	-774.198901	2.587446	29.174783	0.187304	TRAIN	POST	sikrig	i	B
87	15.933513	-72.120040	6.790747	403.931149	-775.082684	2.582145	28.791554	0.184005	TRAIN	POST	sikrig	i	B
88	15.754533	-72.200876	6.714366	403.961360	-775.997770	2.582594	28.410071	0.182807	TRAIN	POST	sikrig	i	B
89	15.577329	-72.270879	6.639085	403.632829	-776.898270	2.581892	28.034395	0.182730	TRAIN	POST	sikrig	i	B
90	15.402677	-72.330882	6.571974	402.992834	-777.749706	2.580175	27.666428	0.182581	TRAIN	POST	sikrig	i	B
91	15.246978	-72.383147	6.506309	402.107681	-778.525303	2.577601	27.346878	0.182373	TRAIN	POST	sikrig	i	B
92	15.094637	-72.428252	6.441249	401.071615	-779.214920	2.574257	27.036793	0.182125	TRAIN	POST	sikrig	i	B
93	14.943698	-72.466649	6.376810	399.917509	-779.813605	2.570218	26.730547	0.181844	TRAIN	POST	sikrig	i	B
94	14.794200	-72.498774	6.317354	398.665783	-780.319138	2.565549	26.428070	0.181534	TRAIN	POST	sikrig	i	B
95	14.656261	-72.525993	6.267381	397.332933	-780.728304	2.560339	26.157689	0.181200	TRAIN	POST	sikrig	i	B
96	14.540323	-72.550585	6.221619	395.958956	-781.039901	2.554691	25.942775	0.180849	TRAIN	POST	sikrig	i	B
97	14.434156	-72.573838	6.176054	394.604155	-781.263217	2.548775	25.735687	0.180493	TRAIN	POST	sikrig	i	B
98	14.328446	-72.595812	6.130200	393.274198	-781.408373	2.542619	25.526752	0.180137	TRAIN	POST	sikrig	i	B
99	14.222064	-72.616392	6.084112	391.958153	-781.483231	2.536227	25.316236	0.179779	TRAIN	POST	sikrig	i	B
100	14.115140	-72.635482	6.037838	390.646538	-781.493758	2.529603	25.104415	0.179417	TRAIN	POST	sikrig	i	B
101	14.007785	-72.653002	5.991421	389.332497	-781.444557	2.522753	24.891535	0.179051	TRAIN	POST	sikrig	i	B
102	13.900096	-72.668880	5.944900	388.011086	-781.339275	2.515684	24.677804	0.178680	TRAIN	POST	sikrig	i	B
103	13.792168	-72.683033	5.898321	386.678953	-781.180865	2.508403	24.463418	0.178303	TRAIN	POST	sikrig	i	B
104	13.684104	-72.695427	5.858575	385.333663	-780.971788	2.500918	24.248565	0.177920	TRAIN	POST	sikrig	i	B
105	13.591894	-72.707589	5.818455	383.973768	-780.708819	2.493286	24.085232	0.177531	TRAIN	POST	sikrig	i	B
106	13.498815	-72.719319	5.777991	382.642421	-780.398918	2.485501	23.919469	0.177143	TRAIN	POST	sikrig	i	B
107	13.404938	-72.730440	5.737226	381.327961	-780.047064	2.477562	23.751389	0.176756	TRAIN	POST	sikrig	i	B
108	13.310363	-72.740786	5.696201	380.021575	-779.656805	2.469467	23.581223	0.176367	TRAIN	POST	sikrig	i	B
109	13.215187	-72.750093	5.655052	378.716559	-779.230675	2.461217	23.409191	0.175975	TRAIN	POST	sikrig	i	B
110	13.119721	-72.758214	5.613863	377.408093	-778.770427	2.452815	23.236387	0.175579	TRAIN	POST	sikrig	i	B
111	13.024162	-72.765074	5.572665	376.093104	-778.277328	2.444264	23.063510	0.175180	TRAIN	POST	sikrig	i	B
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	sikrus	u	B
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	NON	POST	sikrus	u	B
9	0.435828	-48.832267	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	NON	POST	sikrus	u	B
10	0.818750	-48.733144	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	NON	POST	sikrus	u	B
11	1.294331	-48.700477	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	NON	POST	sikrus	u	B
12	1.737725	-48.700558	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	NON	POST	sikrus	u	B
13	2.121907	-48.685937	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	NON	POST	sikrus	u	B
14	2.442692	-48.592772	1.253144	0.469999	-75.114611	0.281245	0.101547	0.005436	NON	POST	sikrus	u	B
15	2.823052	-48.500092	1.522330	0.906733	-75.067050	0.367998	0.365942	0.007713	NON	POST	sikrus	u	B
16	3.442347	-48.510189	1.809797	1.517499	-74.601806	0.455583	1.033244	0.010099	NON	POST	sikrus	u	B
17	4.105320	-48.633428	2.081831	2.295169	-73.577117	1.141696	1.933812	0.012510	NON	POST	sikrus	u	B
18	4.733545	-48.750359	2.306228	4.753049	-72.699203	2.859721	2.780605	0.093117	NON	POST	sikrus	u	B
19	5.252148	-48.662654	2.501420	19.462092	-76.451289	4.007891	3.521476	0.304262	NON	POST	sikrus	u	B
20	5.703763	-48.382720	2.711601	37.090462	-85.280402	4.406673	4.239912	0.433031	NON	POST	sikrus	u	B
21	6.190812	-48.094316	3.058415	45.885960	-95.799399	4.724449	5.183125	0.463802	NON	POST	sikrus	u	B
22	6.995429	-47.984592	3.417231	54.566002	-107.521772	5.003075	7.079045	0.482862	NON	POST	sikrus	u	B
23	7.828400	-48.061774	3.725868	63.392528	-120.305858	5.218640	9.207429	0.497060	NON	POST	sikrus	u	B
24	8.545406	-48.266038	3.919695	71.317676	-133.787904	5.358417	11.142318	0.505329	NON	POST	sikrus	u	B
25	8.996460	-48.454962	4.037090	79.072660	-147.958653	5.410841	12.409281	0.505274	NON	POST	sikrus	u	B
26	9.270555	-48.512776	4.172327	86.120382	-162.597087	5.365384	13.229511	0.496575	NON	POST	sikrus	u	B
27	9.586367	-48.546053	4.367577	92.566748	-177.376465	5.254018	14.143216	0.477076	NON	POST	sikrus	u	B
28	10.041706	-48.674082	4.590158	99.986270	-192.359115	5.092212	15.385507	0.450960	NON	POST	sikrus	u	B
29	10.560718	-48.935427	4.822179	108.975081	-207.816154	4.878010	16.728726	0.420230	NON	POST	sikrus	u	B
30	11.101873	-49.332654	4.953638	119.060347	-223.895023	4.681691	18.062161	0.387114	NON	POST	sikrus	u	B
31	11.409941	-49.734846	5.039259	129.645834	-240.710357	4.560087	18.835367	0.360923	NON	POST	sikrus	u	B
32	11.611862	-50.054583	5.135175	139.293141	-257.921087	4.486427	19.449361	0.346557	NON	POST	sikrus	u	B
33	11.837848	-50.327296	5.283406	148.305643	-275.207739	4.438065	20.304475	0.340252	NON	POST	sikrus	u	B
34	12.185368	-50.611972	5.464986	157.330052	-292.360476	4.408114	21.725895	0.337814	NON	POST	sikrus	u	B
35	12.610407	-50.907850	5.664897	167.468526	-309.526617	4.382791	23.444068	0.338692	NON	POST	sikrus	u	B
36	13.078109	-51.219967	5.836881	178.393791	-326.795456	4.352879	25.348373	0.341323	NON	POST	sikrus	u	B
37	13.481144	-51.501535	6.034445	189.977427	-344.300819	4.320569	27.038240	0.344150	NON	POST	sikrus	u	B
38	13.943637	-51.754160	6.354164	201.944314	-362.014352	4.284748	28.838473	0.346906	NON	POST	sikrus	u	B
39	14.689632	-52.163205	6.591468	213.986877	-379.676313	4.258824	31.463710	0.349306	NON	POST	sikrus	u	B
40	15.244523	-52.642821	6.826309	226.482157	-397.477586	4.242581	33.338943	0.353634	NON	POST	sikrus	u	B
41	15.793785	-53.215712	7.024595	238.223910	-415.225503	4.224312	35.004608	0.359182	NON	POST	sikrus	u	B
42	16.258321	-53.839646	7.132807	249.285501	-432.789667	4.194590	36.423674	0.363725	NON	POST	sikrus	u	B
43	16.513960	-54.431091	7.173247	258.931562	-450.007101	4.144692	37.186808	0.366249	NON	POST	sikrus	u	B
44	16.612336	-54.898040	7.209656	266.791177	-466.646229	4.079277	37.421736	0.366070	NON	POST	sikrus	u	B
45	16.701292	-55.281889	7.302955	272.872680	-482.415691	4.004214	37.621456	0.363650	NON	POST	sikrus	u	B
46	16.922161	-55.672316	7.465161	277.552774	-497.085203	3.931115	38.029021	0.359695	NON	POST	sikrus	u	B
47	17.302823	-56.157749	7.618462	281.164277	-510.479180	3.889359	38.841751	0.355356	NON	POST	sikrus	u	B
48	17.662754	-56.714532	7.715146	284.192842	-522.650858	3.863884	39.561324	0.353644	NON	POST	sikrus	u	B
49	17.891262	-57.285021	7.765842	286.724482	-533.681874	3.844923	39.981202	0.353428	NON	POST	sikrus	u	B
50	18.013003	-57.827208	7.833154	288.702933	-543.604908	3.836155	40.180564	0.353699	NON	POST	sikrus	u	B
51	18.172918	-58.373327	7.938743	290.330943	-552.554485	3.847062	40.303808	0.354702	NON	POST	sikrus	u	B
52	18.417884	-58.945021	8.085772	291.785110	-560.659594	3.860474	40.455368	0.357269	NON	POST	sikrus	u	B
53	18.758990	-59.570479	8.204438	293.126210	-568.059649	3.886771	40.494869	0.359854	NON	POST	sikrus	u	B
54	19.034296	-60.233286	8.286119	294.362008	-574.871411	4.145269	40.402778	0.364358	NON	POST	sikrus	u	B
55	19.223795	-60.898672	8.347205	296.011396	-581.357715	4.542223	40.219865	0.397679	NON	POST	sikrus	u	B
56	19.365514	-61.542142	8.384443	300.087536	-588.260152	4.863717	40.089225	0.447904	NON	POST	sikrus	u	B
57	19.451906	-62.155887	8.417571	304.818509	-595.750928	5.088634	39.933542	0.486288	NON	POST	sikrus	u	B
58	19.528764	-62.749630	8.438975	308.222350	-603.508558	5.240261	39.820032	0.510346	NON	POST	sikrus	u	B
59	19.578421	-63.326425	8.441710	310.235966	-611.187733	5.346269	39.687329	0.523667	NON	POST	sikrus	u	B
60	19.584766	-63.881796	8.444978	311.398822	-618.584904	5.426478	39.516400	0.530382	NON	POST	sikrus	u	B
61	19.592349	-64.416493	8.437949	312.130942	-625.611950	5.490458	39.329658	0.533416	NON	POST	sikrus	u	B
62	19.576040	-64.927913	8.425143	312.615643	-632.240053	5.541629	39.123855	0.534155	NON	POST	sikrus	u	B
63	19.546331	-65.415815	8.408473	312.877799	-638.450727	5.585596	38.945689	0.533162	NON	POST	sikrus	u	B
64	19.507658	-65.880186	8.386233	312.991309	-644.248451	5.627724	38.747646	0.531020	NON	POST	sikrus	u	B
65	19.456060	-66.320359	8.354642	313.148520	-649.673050	5.659562	38.526525	0.528293	NON	POST	sikrus	u	B
66	19.382770	-66.735183	8.317911	313.259042	-654.746993	5.679939	38.276454	0.524431	NON	POST	sikrus	u	B
67	19.297554	-67.124963	8.280412	313.244533	-659.474455	5.690052	38.019160	0.519329	NON	POST	sikrus	u	B
68	19.210555	-67.491273	8.235992	313.137647	-663.862653	5.699916	37.777551	0.513215	NON	POST	sikrus	u	B
69	19.107501	-67.833787	8.185811	313.115676	-667.955176	5.700595	37.509917	0.507411	NON	POST	sikrus	u	B
70	18.991082	-68.153349	8.130512	313.024826	-671.764267	5.692364	37.220641	0.500599	NON	POST	sikrus	u	B
71	18.862788	-68.450760	8.070849	312.828760	-675.296264	5.678764	36.911692	0.493155	NON	POST	sikrus	u	B
72	18.724370	-68.726843	8.007551	312.458538	-678.549049	5.654894	36.586146	0.485680	NON	POST	sikrus	u	B
73	18.577519	-68.982810	7.941020	311.924640	-681.523651	5.621549	36.247131	0.477309	NON	POST	sikrus	u	B
74	18.423166	-69.219807	7.871657	311.257326	-684.225273	5.583764	35.895816	0.468144	NON	POST	sikrus	u	B
75	18.262244	-69.438771	7.799990	310.479354	-686.661939	5.538326	35.533651	0.458877	NON	POST	sikrus	u	B
76	18.095976	-69.640937	7.726270	309.559535	-688.837598	5.485745	35.162970	0.449036	NON	POST	sikrus	u	B
77	17.924946	-69.827453	7.650717	308.491716	-690.756684	5.426632	34.784559	0.438674	NON	POST	sikrus	u	B
78	17.749663	-69.999416	7.573528	307.262611	-692.422512	5.367733	34.399103	0.427857	NON	POST	sikrus	u	B
79	17.570585	-70.157531	7.495135	305.835320	-693.834376	5.310560	34.007237	0.417700	NON	POST	sikrus	u	B
80	17.388713	-70.302410	7.416038	304.144404	-694.984067	5.252819	33.611115	0.408417	NON	POST	sikrus	u	B
81	17.205208	-70.434793	7.336602	302.141856	-695.859014	5.191289	33.213301	0.399527	NON	POST	sikrus	u	B
82	17.020916	-70.555569	7.264021	299.897967	-696.457673	5.136736	32.815635	0.390386	NON	POST	sikrus	u	B
83	16.852529	-70.666802	7.198938	297.431428	-696.775169	5.084403	32.453950	0.382784	NON	POST	sikrus	u	B
84	16.701536	-70.770742	7.132711	294.735499	-696.804215	5.030815	32.123473	0.375839	NON	POST	sikrus	u	B
85	16.547890	-70.867565	7.065510	291.908350	-696.557217	4.976130	31.788169	0.368869	NON	POST	sikrus	u	B
86	16.391982	-70.957484	6.997483	288.976128	-696.048041	4.920439	31.448751	0.361879	NON	POST	sikrus	u	B
87	16.234161	-71.040732	6.928765	285.958859	-695.291136	4.863775	31.105843	0.354862	NON	POST	sikrus	u	B
88	16.074734	-71.117562	6.859469	282.872333	-694.300993	4.806124	30.759987	0.347809	NON	POST	sikrus	u	B
89	15.913968	-71.188123	6.789766	279.729539	-693.091843	4.748125	30.411645	0.340707	NON	POST	sikrus	u	B
90	15.752256	-71.252479	6.719797	276.541306	-691.677142	4.690860	30.061211	0.333575	NON	POST	sikrus	u	B
91	15.589929	-71.310742	6.649655	273.315725	-690.069512	4.632167	29.709060	0.326459	NON	POST	sikrus	u	B
92	15.427198	-71.363047	6.586325	270.062020	-688.281688	4.571834	29.355584	0.319213	NON	POST	sikrus	u	B
93	15.280272	-71.411198	6.526685	266.789683	-686.320323	4.510472	29.041355	0.311802	NON	POST	sikrus	u	B
94	15.141908	-71.457650	6.467218	263.596643	-684.207923	4.449343	28.732547	0.304285	NON	POST	sikrus	u	B
95	15.003945	-71.502813	6.407547	260.482646	-681.965596	4.390825	28.422400	0.296751	NON	POST	sikrus	u	B
96	14.865510	-71.546629	6.355209	257.425316	-679.609804	4.332046	28.111410	0.289454	NON	POST	sikrus	u	B
97	14.744085	-71.590704	6.302831	254.424041	-677.149839	4.273363	27.848487	0.282170	NON	POST	sikrus	u	B
98	14.622569	-71.634945	6.253194	251.565031	-674.611090	4.215702	27.585707	0.274932	NON	POST	sikrus	u	B
99	14.507410	-71.679871	6.205783	248.828274	-672.013072	4.163047	27.332094	0.267805	NON	POST	sikrus	u	B
100	14.397416	-71.725779	6.157950	246.227174	-669.375818	4.114455	27.085809	0.261117	NON	POST	sikrus	u	B
101	14.286444	-71.771906	6.109810	243.762961	-666.719534	4.071662	26.837504	0.255170	NON	POST	sikrus	u	B
102	14.174760	-71.817375	6.061482	241.403350	-664.058042	4.028814	26.587882	0.250205	NON	POST	sikrus	u	B
103	14.062637	-71.862057	6.013029	239.129505	-661.401187	3.993606	26.337653	0.245238	NON	POST	sikrus	u	B
104	13.950228	-71.905430	5.964555	236.934080	-658.757102	3.961367	26.087141	0.241072	NON	POST	sikrus	u	B
105	13.837767	-71.947174	5.916115	234.814704	-656.133394	3.928784	25.836955	0.237329	NON	POST	sikrus	u	B
106	13.725385	-71.987287	5.869863	232.765309	-653.536345	3.896182	25.587434	0.233551	NON	POST	sikrus	u	B
107	13.618083	-72.026204	5.828010	230.783257	-650.969782	3.880734	25.350329	0.229782	NON	POST	sikrus	u	B
108	13.520982	-72.063707	5.786015	228.897485	-648.438581	3.865168	25.137544	0.227988	NON	POST	sikrus	u	B
109	13.423554	-72.099657	5.743920	227.167103	-645.958023	3.849101	24.924242	0.226198	NON	POST	sikrus	u	B
110	13.325893	-72.133984	5.701741	225.552926	-643.536975	3.832266	24.710677	0.224375	NON	POST	sikrus	u	B
111	13.228039	-72.166639	5.659491	224.028141	-641.180074	3.814551	24.496960	0.222492	NON	POST	sikrus	u	B
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	WORD	POST	sikr^t	^	B
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	WORD	POST	sikr^t	^	B
9	0.435828	-48.832267	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	WORD	POST	sikr^t	^	B
10	0.818750	-48.733144	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	WORD	POST	sikr^t	^	B
11	1.294331	-48.700477	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	WORD	POST	sikr^t	^	B
12	1.737725	-48.700558	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	WORD	POST	sikr^t	^	B
13	2.121907	-48.685937	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	WORD	POST	sikr^t	^	B
14	2.442692	-48.592772	1.253144	0.469999	-75.114611	0.281245	0.101547	0.005436	WORD	POST	sikr^t	^	B
