Cycle	PhoneInhib	PhoneSum	PhoneSumPos	LexInhib	LexSum	LexSumPos	PWsum	WPsum	Item	Phase	Form	Critical	Set
27	10.533925	-47.508591	4.891192	112.497957	-180.261048	5.462592	19.811741	0.565272	WORD	POST	pradus	u	B
28	11.256550	-47.816511	5.125431	126.316967	-200.752773	5.419850	22.357850	0.567635	WORD	POST	pradus	u	B
29	11.802629	-48.183204	5.320550	140.580993	-222.602281	5.334579	24.431829	0.563803	WORD	POST	pradus	u	B
30	12.258194	-48.575745	5.440045	153.834311	-245.401818	5.261112	26.183894	0.555965	WORD	POST	pradus	u	B
31	12.538529	-48.896775	5.495455	165.659812	-268.742324	5.194352	27.323010	0.549817	WORD	POST	pradus	u	B
32	12.670391	-49.039413	5.611500	175.648467	-292.130254	5.172463	27.976328	0.545405	WORD	POST	pradus	u	B
33	12.943106	-49.138733	5.840004	184.102290	-315.017328	5.166858	28.926977	0.545481	WORD	POST	pradus	u	B
34	13.476892	-49.350155	6.084252	193.692102	-337.492341	5.157874	30.373499	0.548076	WORD	POST	pradus	u	B
35	14.047357	-49.705713	6.266449	205.223718	-359.912767	5.115573	31.836978	0.550288	WORD	POST	pradus	u	B
36	14.474000	-50.129393	6.380262	216.383951	-382.138784	5.038287	32.984754	0.548487	WORD	POST	pradus	u	B
37	14.742120	-50.533998	6.456494	227.126165	-404.031020	4.967812	33.855589	0.542394	WORD	POST	pradus	u	B
38	14.923168	-50.829187	6.580567	237.182819	-425.391606	4.885266	34.558655	0.535491	WORD	POST	pradus	u	B
39	15.215314	-51.103258	6.777122	246.565775	-445.965083	4.813744	35.552591	0.526231	WORD	POST	pradus	u	B
40	15.675714	-51.444144	7.022210	256.889464	-465.830053	4.730547	36.950874	0.517658	WORD	POST	pradus	u	B
41	16.248798	-51.908524	7.237092	267.445148	-484.936915	4.624505	38.674982	0.507053	WORD	POST	pradus	u	B
42	16.751887	-52.469016	7.355226	278.149810	-503.334203	4.508379	40.143520	0.493220	WORD	POST	pradus	u	B
43	17.030588	-53.040394	7.392885	287.834717	-520.941836	4.368076	40.922421	0.477681	WORD	POST	pradus	u	B
44	17.122515	-53.527143	7.457024	296.179410	-537.633009	4.227420	41.111625	0.458811	WORD	POST	pradus	u	B
45	17.275809	-53.997993	7.556669	303.411002	-553.216937	4.090121	41.450792	0.440253	WORD	POST	pradus	u	B
46	17.511406	-54.503368	7.686774	310.960208	-567.771611	3.938531	41.923967	0.423687	WORD	POST	pradus	u	B
47	17.817595	-55.057307	7.823376	319.022683	-581.414913	3.766618	42.456227	0.405757	WORD	POST	pradus	u	B
48	18.138784	-55.668580	7.915992	327.240122	-594.220431	3.595990	42.932507	0.385206	WORD	POST	pradus	u	B
49	18.357853	-56.301493	7.981501	335.128564	-606.166448	3.444884	43.208941	0.365419	WORD	POST	pradus	u	B
50	18.513961	-56.925867	8.041060	342.152658	-617.079741	3.308919	43.412351	0.349288	WORD	POST	pradus	u	B
51	18.655258	-57.551101	8.112190	348.170331	-626.945689	3.173353	43.447948	0.335736	WORD	POST	pradus	u	B
52	18.820280	-58.191860	8.202561	353.395882	-635.825605	3.062427	43.276715	0.321489	WORD	POST	pradus	u	B
53	19.029941	-58.859030	8.273560	357.821507	-643.787664	2.953972	42.916581	0.310282	WORD	POST	pradus	u	B
54	19.194659	-59.550855	8.315444	361.368638	-650.875193	2.894584	42.443064	0.298656	WORD	POST	pradus	u	B
55	19.291829	-60.256329	8.339033	364.315171	-657.167753	3.210536	41.882744	0.291524	WORD	POST	pradus	u	B
56	19.346556	-60.927988	8.354822	368.460501	-663.166517	3.926512	41.336519	0.331858	WORD	POST	pradus	u	B
57	19.383186	-61.523577	8.372924	376.785061	-670.064278	4.486294	40.898029	0.421484	WORD	POST	pradus	u	B
58	19.425184	-62.063394	8.394906	387.985511	-678.530443	4.711507	40.536589	0.488341	WORD	POST	pradus	u	B
59	19.476182	-62.583667	8.403009	395.243990	-687.425038	4.773052	40.247299	0.509149	WORD	POST	pradus	u	B
60	19.494981	-63.092554	8.412054	400.011782	-696.049545	4.794183	39.947804	0.508156	WORD	POST	pradus	u	B
61	19.515965	-63.592417	8.409805	404.208154	-704.281366	4.778549	39.668522	0.503427	WORD	POST	pradus	u	B
62	19.510747	-64.080132	8.403863	408.174235	-712.097664	4.733912	39.374397	0.494290	WORD	POST	pradus	u	B
63	19.496962	-64.555293	8.386966	412.012307	-719.493601	4.663561	39.131171	0.481843	WORD	POST	pradus	u	B
64	19.457761	-65.015917	8.358705	415.651313	-726.464028	4.571695	38.869219	0.466610	WORD	POST	pradus	u	B
65	19.392196	-65.460263	8.320452	419.025624	-733.002168	4.479850	38.573012	0.449185	WORD	POST	pradus	u	B
66	19.303449	-65.886294	8.274038	422.022317	-739.098563	4.395851	38.245520	0.432499	WORD	POST	pradus	u	B
67	19.195768	-66.292611	8.221240	423.991217	-744.687477	4.299084	37.893932	0.417591	WORD	POST	pradus	u	B
68	19.073276	-66.679485	8.162807	425.116115	-749.740982	4.191555	37.525852	0.401483	WORD	POST	pradus	u	B
69	18.937712	-67.047408	8.099504	425.672594	-754.268323	4.074166	37.142374	0.384429	WORD	POST	pradus	u	B
70	18.790850	-67.397039	8.031949	425.838274	-758.297270	3.947920	36.745322	0.366528	WORD	POST	pradus	u	B
71	18.634122	-67.729298	7.960624	425.738963	-761.865406	3.830124	36.336338	0.347883	WORD	POST	pradus	u	B
72	18.468647	-68.042820	7.887136	425.457672	-765.014276	3.723907	35.916420	0.331594	WORD	POST	pradus	u	B
73	18.298154	-68.337116	7.819740	425.014258	-767.779569	3.628560	35.489327	0.317643	WORD	POST	pradus	u	B
74	18.141796	-68.614308	7.749808	424.324633	-770.181312	3.542931	35.073632	0.305587	WORD	POST	pradus	u	B
75	17.979554	-68.874309	7.677829	423.452192	-772.250665	3.453152	34.651862	0.294863	WORD	POST	pradus	u	B
76	17.812564	-69.118035	7.604247	422.435814	-774.016946	3.363178	34.225962	0.283871	WORD	POST	pradus	u	B
77	17.641852	-69.346532	7.529346	421.334950	-775.513559	3.281277	33.797242	0.272852	WORD	POST	pradus	u	B
78	17.468083	-69.560549	7.453408	420.179770	-776.774447	3.201053	33.366667	0.262524	WORD	POST	pradus	u	B
79	17.291906	-69.761038	7.376615	418.974665	-777.828617	3.119725	32.935270	0.252373	WORD	POST	pradus	u	B
80	17.113747	-69.949071	7.299111	417.739617	-778.703523	3.036317	32.503541	0.242030	WORD	POST	pradus	u	B
81	16.933937	-70.125684	7.221017	416.503697	-779.428013	2.951853	32.071724	0.231454	WORD	POST	pradus	u	B
82	16.752759	-70.291544	7.147333	415.278033	-780.029332	2.881166	31.640032	0.221017	WORD	POST	pradus	u	B
83	16.581811	-70.447110	7.074448	414.052370	-780.526431	2.820858	31.248477	0.212870	WORD	POST	pradus	u	B
84	16.412719	-70.592781	7.000935	412.820746	-780.937123	2.769368	30.866493	0.205888	WORD	POST	pradus	u	B
85	16.242169	-70.728233	6.926993	411.581607	-781.276922	2.715234	30.481738	0.200342	WORD	POST	pradus	u	B
86	16.070623	-70.854147	6.852689	410.336359	-781.559177	2.684541	30.095313	0.194601	WORD	POST	pradus	u	B
87	15.898239	-70.969608	6.778415	409.076365	-781.793862	2.658855	29.707429	0.191642	WORD	POST	pradus	u	B
88	15.725923	-71.074855	6.704314	407.768439	-781.983050	2.631872	29.320610	0.189352	WORD	POST	pradus	u	B
89	15.554007	-71.170475	6.630449	406.420528	-782.129122	2.605302	28.935677	0.187004	WORD	POST	pradus	u	B
90	15.382641	-71.256917	6.556948	405.040604	-782.234914	2.596405	28.552928	0.184740	WORD	POST	pradus	u	B
91	15.212120	-71.334173	6.484105	403.613106	-782.299933	2.586730	28.172747	0.184036	WORD	POST	pradus	u	B
92	15.043124	-71.402816	6.411942	402.127712	-782.321354	2.576368	27.796617	0.183308	WORD	POST	pradus	u	B
93	14.875705	-71.463373	6.340477	400.592023	-782.297309	2.565400	27.424638	0.182559	WORD	POST	pradus	u	B
94	14.709908	-71.516331	6.272432	399.012300	-782.226652	2.553900	27.056889	0.181792	WORD	POST	pradus	u	B
95	14.552041	-71.563084	6.208991	397.394078	-782.108661	2.548532	26.693691	0.181012	WORD	POST	pradus	u	B
96	14.404858	-71.604866	6.149902	395.744553	-781.941169	2.543318	26.364352	0.180593	WORD	POST	pradus	u	B
97	14.267772	-71.642708	6.091601	394.083919	-781.723737	2.537777	26.071483	0.180195	WORD	POST	pradus	u	B
98	14.132514	-71.676707	6.047044	392.434564	-781.460826	2.531927	25.782813	0.179794	WORD	POST	pradus	u	B
99	14.029142	-71.710011	6.002617	390.792537	-781.150428	2.525875	25.550494	0.179388	WORD	POST	pradus	u	B
100	13.926071	-71.742470	5.958053	389.236529	-780.803672	2.519613	25.320015	0.178992	WORD	POST	pradus	u	B
101	13.822683	-71.773885	5.915348	387.744158	-780.428071	2.513137	25.090490	0.178603	WORD	POST	pradus	u	B
102	13.723607	-71.804504	5.877331	386.296422	-780.027209	2.506461	24.873115	0.178218	WORD	POST	pradus	u	B
103	13.635408	-71.835169	5.838970	384.891404	-779.602419	2.499618	24.683721	0.177837	WORD	POST	pradus	u	B
104	13.546409	-71.865598	5.800332	383.545867	-779.159379	2.492600	24.493685	0.177462	WORD	POST	pradus	u	B
105	13.456769	-71.895548	5.761476	382.241597	-778.701286	2.485404	24.303389	0.177091	WORD	POST	pradus	u	B
106	13.366624	-71.924810	5.722454	380.964539	-778.229661	2.478029	24.113169	0.176721	WORD	POST	pradus	u	B
107	13.276094	-71.953201	5.683313	379.704318	-777.744917	2.470476	23.923316	0.176351	WORD	POST	pradus	u	B
108	13.185286	-71.980553	5.644094	378.453017	-777.246779	2.462748	23.734084	0.175978	WORD	POST	pradus	u	B
109	13.094297	-72.006689	5.604842	377.204944	-776.734557	2.454849	23.545711	0.175603	WORD	POST	pradus	u	B
110	13.003232	-72.031505	5.565585	375.955842	-776.207355	2.446781	23.358452	0.175225	WORD	POST	pradus	u	B
111	12.912158	-72.054912	5.526350	374.702720	-775.664207	2.438551	23.172460	0.174842	WORD	POST	pradus	u	B
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	prad^l	^	B
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	TRAIN	POST	prad^l	^	B
9	0.435828	-48.829332	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	TRAIN	POST	prad^l	^	B
10	0.818750	-48.715831	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	TRAIN	POST	prad^l	^	B
11	1.294331	-48.648207	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	TRAIN	POST	prad^l	^	B
12	1.737725	-48.570227	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	TRAIN	POST	prad^l	^	B
13	2.121907	-48.404498	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	TRAIN	POST	prad^l	^	B
14	2.442692	-48.058238	1.254133	0.469999	-75.114611	0.281245	0.101547	0.005436	TRAIN	POST	prad^l	^	B
15	2.825347	-47.652599	1.618938	0.906733	-75.094611	0.367998	0.353553	0.007713	TRAIN	POST	prad^l	^	B
16	3.666478	-47.464561	1.988787	1.517499	-74.402883	0.455580	1.482841	0.010099	TRAIN	POST	prad^l	^	B
17	4.520576	-47.482073	2.303616	2.295145	-72.941772	0.997614	2.788140	0.012510	TRAIN	POST	prad^l	^	B
18	5.248086	-47.602327	2.525964	4.392438	-71.413213	2.441367	4.012698	0.077502	TRAIN	POST	prad^l	^	B
19	5.761938	-47.604582	2.675019	16.075866	-73.824490	3.608524	4.905370	0.257967	TRAIN	POST	prad^l	^	B
20	6.106513	-47.422048	2.874452	32.280697	-81.042290	4.048010	5.530404	0.391410	TRAIN	POST	prad^l	^	B
21	6.568627	-47.240450	3.141238	41.974628	-90.291668	4.412213	6.740167	0.430691	TRAIN	POST	prad^l	^	B
22	7.187578	-47.144005	3.409625	51.541227	-101.159517	4.728904	8.556008	0.460841	TRAIN	POST	prad^l	^	B
23	7.810755	-47.116383	3.703706	61.933019	-113.678998	4.995163	10.542504	0.487508	TRAIN	POST	prad^l	^	B
24	8.493998	-47.155618	3.983520	72.849682	-127.731797	5.219954	12.730977	0.513828	TRAIN	POST	prad^l	^	B
25	9.144549	-47.219385	4.276156	85.621602	-143.667453	5.352128	14.876105	0.538716	TRAIN	POST	prad^l	^	B
26	9.825211	-47.321544	4.580740	98.212593	-161.106384	5.449094	17.259575	0.553392	TRAIN	POST	prad^l	^	B
27	10.533925	-47.508591	4.891192	112.497957	-180.261048	5.462592	19.811741	0.565272	TRAIN	POST	prad^l	^	B
28	11.256550	-47.816511	5.125431	126.316967	-200.752773	5.419850	22.357850	0.567635	TRAIN	POST	prad^l	^	B
29	11.802629	-48.183204	5.320550	140.580993	-222.602281	5.334579	24.431829	0.563803	TRAIN	POST	prad^l	^	B
30	12.258194	-48.575745	5.440045	153.834311	-245.401818	5.261112	26.183894	0.555965	TRAIN	POST	prad^l	^	B
31	12.538529	-48.896775	5.495455	165.659812	-268.742324	5.194352	27.323010	0.549817	TRAIN	POST	prad^l	^	B
32	12.670391	-49.039413	5.611500	175.648467	-292.130254	5.172463	27.976328	0.545405	TRAIN	POST	prad^l	^	B
33	12.943106	-49.137802	5.839976	184.102290	-315.017328	5.166858	28.926977	0.545481	TRAIN	POST	prad^l	^	B
34	13.476827	-49.347864	6.084172	193.692102	-337.492223	5.157879	30.374132	0.548076	TRAIN	POST	prad^l	^	B
35	14.047172	-49.701999	6.272680	205.223670	-359.912252	5.115599	31.839208	0.550289	TRAIN	POST	prad^l	^	B
36	14.488455	-50.135586	6.398094	216.384107	-382.124290	5.039651	33.050992	0.548490	TRAIN	POST	prad^l	^	B
37	14.783490	-50.556622	6.496287	227.384221	-404.034760	4.970010	34.036460	0.542665	TRAIN	POST	prad^l	^	B
38	15.015488	-50.880898	6.612007	237.896220	-425.459274	4.889614	34.963891	0.536113	TRAIN	POST	prad^l	^	B
39	15.288254	-51.140827	6.748212	248.274425	-446.243928	4.818240	36.176082	0.527648	TRAIN	POST	prad^l	^	B
40	15.608642	-51.356890	6.977533	259.672614	-466.497458	4.734764	37.599654	0.519934	TRAIN	POST	prad^l	^	B
41	16.145148	-51.627482	7.254046	271.421842	-486.100284	4.634756	39.754069	0.510530	TRAIN	POST	prad^l	^	B
42	16.791220	-52.019621	7.513411	284.160667	-505.141039	4.525910	42.167908	0.499045	TRAIN	POST	prad^l	^	B
43	17.397576	-52.514865	7.698533	296.904343	-523.569869	4.400051	44.550514	0.486519	TRAIN	POST	prad^l	^	B
44	17.831619	-53.022748	7.874148	309.228356	-541.372707	4.268379	46.356328	0.472486	TRAIN	POST	prad^l	^	B
45	18.243537	-53.573031	8.055733	320.634841	-558.385703	4.112614	48.048255	0.458224	TRAIN	POST	prad^l	^	B
46	18.669232	-54.181032	8.209985	331.891271	-574.578018	3.939569	49.763963	0.440788	TRAIN	POST	prad^l	^	B
47	19.031444	-54.829194	8.345738	343.121501	-590.003982	3.754792	51.189229	0.421959	TRAIN	POST	prad^l	^	B
48	19.350662	-55.510568	8.436609	353.956100	-604.636156	3.573518	52.469460	0.402008	TRAIN	POST	prad^l	^	B
49	19.565682	-56.195771	8.491775	364.318163	-618.485002	3.403701	53.393836	0.382576	TRAIN	POST	prad^l	^	B
50	19.697794	-56.855350	8.541491	373.989687	-631.544880	3.235409	53.967833	0.362717	TRAIN	POST	prad^l	^	B
51	19.816258	-57.501329	8.611347	383.039227	-643.828922	3.114803	54.185916	0.341947	TRAIN	POST	prad^l	^	B
52	19.978324	-58.153206	8.705923	390.968068	-655.279826	3.005324	54.147475	0.329542	TRAIN	POST	prad^l	^	B
53	20.197742	-58.828115	8.779160	397.138676	-665.773492	2.926001	53.890020	0.318231	TRAIN	POST	prad^l	^	B
54	20.367651	-59.524220	8.826355	402.072178	-675.284082	2.849946	53.444222	0.308241	TRAIN	POST	prad^l	^	B
55	20.477144	-60.235392	8.848240	405.929157	-683.812207	2.768599	52.905158	0.297832	TRAIN	POST	prad^l	^	B
56	20.527918	-60.948978	8.857973	408.870796	-691.383300	2.704806	52.315825	0.286306	TRAIN	POST	prad^l	^	B
57	20.550497	-61.654581	8.865142	411.001224	-698.021585	2.663478	51.737691	0.276206	TRAIN	POST	prad^l	^	B
58	20.567130	-62.347853	8.872046	412.414540	-703.779882	2.650643	51.179342	0.266680	TRAIN	POST	prad^l	^	B
59	20.583146	-63.025195	8.876435	413.215637	-708.731136	2.693944	50.645296	0.260706	TRAIN	POST	prad^l	^	B
60	20.593328	-63.680924	8.872630	413.342461	-712.948362	2.777121	50.202203	0.260580	TRAIN	POST	prad^l	^	B
61	20.584501	-64.308931	8.865944	413.819251	-716.666534	2.934487	49.788470	0.264302	TRAIN	POST	prad^l	^	B
62	20.568990	-64.904537	8.849848	415.121378	-720.157378	3.105232	49.435516	0.275509	TRAIN	POST	prad^l	^	B
63	20.531647	-65.464458	8.823367	417.603723	-723.728557	3.241543	49.055453	0.288061	TRAIN	POST	prad^l	^	B
64	20.470211	-65.989017	8.787776	420.673232	-727.522142	3.333535	48.643479	0.296802	TRAIN	POST	prad^l	^	B
65	20.387639	-66.479686	8.744052	423.689128	-731.523258	3.382326	48.203074	0.300955	TRAIN	POST	prad^l	^	B
66	20.286201	-66.938298	8.693060	426.281266	-735.632873	3.394292	47.736669	0.300748	TRAIN	POST	prad^l	^	B
67	20.167899	-67.366821	8.635590	428.346901	-739.734861	3.394502	47.246635	0.296905	TRAIN	POST	prad^l	^	B
68	20.034569	-67.766020	8.573667	429.714938	-743.708592	3.373269	46.735402	0.293786	TRAIN	POST	prad^l	^	B
69	19.890907	-68.137788	8.516370	430.275267	-747.443326	3.337187	46.215860	0.288798	TRAIN	POST	prad^l	^	B
70	19.757977	-68.486122	8.454246	430.402590	-750.893610	3.291450	45.770668	0.282455	TRAIN	POST	prad^l	^	B
71	19.613850	-68.812013	8.387832	430.300642	-754.061599	3.240651	45.308467	0.275257	TRAIN	POST	prad^l	^	B
72	19.459770	-69.116283	8.317848	430.051492	-756.958978	3.183631	44.831237	0.267537	TRAIN	POST	prad^l	^	B
73	19.297407	-69.400001	8.244805	429.703763	-759.601376	3.120709	44.341940	0.259280	TRAIN	POST	prad^l	^	B
74	19.127947	-69.664156	8.169200	429.317181	-762.010373	3.054750	43.842596	0.250612	TRAIN	POST	prad^l	^	B
75	18.952542	-69.909722	8.091471	428.954220	-764.216942	2.998170	43.335386	0.241787	TRAIN	POST	prad^l	^	B
76	18.772211	-70.137097	8.012625	428.525852	-766.240413	2.942497	42.822297	0.234905	TRAIN	POST	prad^l	^	B
77	18.589290	-70.347513	7.932954	427.957620	-768.090977	2.889218	42.309718	0.228152	TRAIN	POST	prad^l	^	B
78	18.404453	-70.542168	7.852697	427.265758	-769.780770	2.834476	41.798900	0.221539	TRAIN	POST	prad^l	^	B
79	18.218257	-70.722325	7.771958	426.486491	-771.325272	2.777478	41.290777	0.214743	TRAIN	POST	prad^l	^	B
80	18.030942	-70.889150	7.690838	425.653941	-772.742666	2.720109	40.785416	0.207745	TRAIN	POST	prad^l	^	B
81	17.842744	-71.043270	7.614065	424.795184	-774.052645	2.683444	40.282957	0.200956	TRAIN	POST	prad^l	^	B
82	17.664631	-71.185507	7.538729	423.901824	-775.266071	2.652281	39.821040	0.196468	TRAIN	POST	prad^l	^	B
83	17.489850	-71.316897	7.462839	422.979816	-776.392444	2.620586	39.374906	0.192507	TRAIN	POST	prad^l	^	B
84	17.313785	-71.437976	7.386513	422.045527	-777.443392	2.599703	38.927697	0.188687	TRAIN	POST	prad^l	^	B
85	17.136709	-71.548498	7.310004	421.079999	-778.425622	2.595628	38.479956	0.186425	TRAIN	POST	prad^l	^	B
86	16.959209	-71.648569	7.233581	420.054674	-779.339777	2.596863	38.033252	0.185723	TRAIN	POST	prad^l	^	B
87	16.781908	-71.738646	7.157391	418.943282	-780.181603	2.597075	37.589191	0.185537	TRAIN	POST	prad^l	^	B
88	16.605147	-71.819298	7.081531	417.750628	-780.947604	2.596344	37.148576	0.185319	TRAIN	POST	prad^l	^	B
89	16.429152	-71.891098	7.006047	416.483459	-781.635284	2.594743	36.711889	0.185071	TRAIN	POST	prad^l	^	B
90	16.254028	-71.954573	6.930979	415.148187	-782.243058	2.592338	36.279284	0.184797	TRAIN	POST	prad^l	^	B
91	16.079872	-72.010160	6.856415	413.750762	-782.770104	2.589192	35.850891	0.184498	TRAIN	POST	prad^l	^	B
92	15.906883	-72.058255	6.782456	412.296459	-783.216242	2.585362	35.426820	0.184176	TRAIN	POST	prad^l	^	B
93	15.735297	-72.099320	6.709123	410.790389	-783.581843	2.580905	35.007164	0.183833	TRAIN	POST	prad^l	^	B
94	15.565164	-72.133781	6.636434	409.237443	-783.867779	2.575872	34.591986	0.183471	TRAIN	POST	prad^l	^	B
95	15.396527	-72.162034	6.569954	407.642009	-784.075325	2.570310	34.181336	0.183091	TRAIN	POST	prad^l	^	B
96	15.242292	-72.185884	6.508834	406.008101	-784.202984	2.564364	33.809694	0.182696	TRAIN	POST	prad^l	^	B
97	15.100494	-72.206841	6.450319	404.367820	-784.253609	2.558159	33.469149	0.182292	TRAIN	POST	prad^l	^	B
98	14.964739	-72.225315	6.396742	402.741749	-784.233600	2.551719	33.140645	0.181885	TRAIN	POST	prad^l	^	B
99	14.840442	-72.242387	6.343217	401.136355	-784.148032	2.545077	32.834911	0.181478	TRAIN	POST	prad^l	^	B
100	14.716264	-72.257957	6.289804	399.571433	-784.005369	2.538232	32.530669	0.181074	TRAIN	POST	prad^l	^	B
101	14.592345	-72.271950	6.236555	398.032996	-783.811656	2.531185	32.228274	0.180670	TRAIN	POST	prad^l	^	B
102	14.468807	-72.284294	6.190298	396.510928	-783.571244	2.523938	31.928029	0.180265	TRAIN	POST	prad^l	^	B
103	14.361490	-72.296424	6.150224	394.997978	-783.283293	2.516543	31.670019	0.179858	TRAIN	POST	prad^l	^	B
104	14.268519	-72.309602	6.109409	393.530819	-782.950665	2.509035	31.453192	0.179456	TRAIN	POST	prad^l	^	B
105	14.173829	-72.323414	6.067959	392.133904	-782.582989	2.501399	31.231077	0.179063	TRAIN	POST	prad^l	^	B
106	14.077665	-72.337504	6.025966	390.783910	-782.186398	2.493623	31.004476	0.178675	TRAIN	POST	prad^l	^	B
107	13.980241	-72.351564	5.983510	389.463026	-781.764566	2.485701	30.774098	0.178290	TRAIN	POST	prad^l	^	B
108	13.881743	-72.365315	5.940666	388.158418	-781.319564	2.477629	30.540561	0.177904	TRAIN	POST	prad^l	^	B
109	13.782345	-72.378487	5.897505	386.860250	-780.852359	2.469406	30.304427	0.177517	TRAIN	POST	prad^l	^	B
110	13.682211	-72.390891	5.854082	385.561492	-780.363237	2.461031	30.066237	0.177127	TRAIN	POST	prad^l	^	B
111	13.581469	-72.402370	5.810444	384.257157	-779.852080	2.452506	29.826404	0.176732	TRAIN	POST	prad^l	^	B
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	TRAIN	POST	sikrig	i	B
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	TRAIN	POST	sikrig	i	B
9	0.435828	-48.832267	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	TRAIN	POST	sikrig	i	B
10	0.818750	-48.733144	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	TRAIN	POST	sikrig	i	B
11	1.294331	-48.700477	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	TRAIN	POST	sikrig	i	B
12	1.737725	-48.700558	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	TRAIN	POST	sikrig	i	B
13	2.121907	-48.685937	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	TRAIN	POST	sikrig	i	B
14	2.442692	-48.592772	1.253144	0.469999	-75.114611	0.281245	0.101547	0.005436	TRAIN	POST	sikrig	i	B
15	2.823052	-48.500092	1.522330	0.906733	-75.067050	0.367998	0.365942	0.007713	TRAIN	POST	sikrig	i	B
16	3.442347	-48.510189	1.809797	1.517499	-74.601806	0.455583	1.033244	0.010099	TRAIN	POST	sikrig	i	B
17	4.105320	-48.633428	2.081831	2.295169	-73.577117	1.141696	1.933812	0.012510	TRAIN	POST	sikrig	i	B
18	4.733545	-48.750359	2.306228	4.753049	-72.699203	2.859721	2.780605	0.093117	TRAIN	POST	sikrig	i	B
19	5.252148	-48.662654	2.501420	19.462092	-76.451289	4.007891	3.521476	0.304262	TRAIN	POST	sikrig	i	B
20	5.703763	-48.382720	2.711601	37.090462	-85.280402	4.406673	4.239912	0.433031	TRAIN	POST	sikrig	i	B
21	6.190812	-48.094316	3.058415	45.885960	-95.799399	4.724449	5.183125	0.463802	TRAIN	POST	sikrig	i	B
22	6.995429	-47.984592	3.417231	54.566002	-107.521772	5.003075	7.079045	0.482862	TRAIN	POST	sikrig	i	B
23	7.828400	-48.061774	3.725868	63.392528	-120.305858	5.218640	9.207429	0.497060	TRAIN	POST	sikrig	i	B
24	8.545406	-48.266038	3.919695	71.317676	-133.787904	5.358417	11.142318	0.505329	TRAIN	POST	sikrig	i	B
25	8.996460	-48.454962	4.037090	79.072660	-147.958653	5.410841	12.409281	0.505274	TRAIN	POST	sikrig	i	B
26	9.270555	-48.512776	4.172327	86.120382	-162.597087	5.365384	13.229511	0.496575	TRAIN	POST	sikrig	i	B
27	9.586367	-48.546053	4.367577	92.566748	-177.376465	5.254018	14.143216	0.477076	TRAIN	POST	sikrig	i	B
28	10.041706	-48.674082	4.590158	99.986270	-192.359115	5.092212	15.385507	0.450960	TRAIN	POST	sikrig	i	B
29	10.560718	-48.935427	4.822179	108.975081	-207.816154	4.878010	16.728726	0.420230	TRAIN	POST	sikrig	i	B
30	11.101873	-49.332654	4.953638	119.060347	-223.895023	4.681691	18.062161	0.387114	TRAIN	POST	sikrig	i	B
31	11.409941	-49.734846	5.039259	129.645834	-240.710357	4.560087	18.835367	0.360923	TRAIN	POST	sikrig	i	B
32	11.611862	-50.054583	5.135175	139.293141	-257.921087	4.486427	19.449361	0.346557	TRAIN	POST	sikrig	i	B
